advertiser,year,month,amount_usd,avisos,status
TIO NACHO,2026,6,5371.9,107,verificado
TIPTI MARKET,2026,1,6689.97,2,verificado
TIPTI MARKET,2026,2,6052.3,179,verificado
TIPTI MARKET,2026,3,6914.46,156,verificado
TIPTI MARKET,2026,4,13109.45,320,verificado
TIPTI MARKET,2026,5,10391.31,235,verificado
TIPTI MARKET,2026,6,585.88,11,verificado
TIP´S,2026,2,402.2,2,verificado
TIP´S,2026,3,14578.91,81,verificado
TIP´S,2026,4,851.32,4,verificado
TITAN,2026,1,2426.38,227,verificado
TITAN,2026,2,2408.57,191,verificado
TITAN,2026,3,5827.97,247,verificado
TITAN,2026,4,5666.28,225,verificado
TITAN,2026,5,7136.04,227,verificado
TITAN,2026,6,540.46,16,verificado
TITANIUM,2026,2,5507.47,81,verificado
TITANIUM,2026,3,1159.81,52,verificado
TITANIUM/DINERS CLUB/DISCOVER,2026,2,10101.76,30,verificado
TIWINZA DEL VALLE,2026,2,607.31,86,verificado
TIWINZA DEL VALLE,2026,3,715.69,104,verificado
TIWINZA DEL VALLE,2026,4,136.48,24,verificado
TMA LOGISTICA INTERNACIONAL,2026,2,2400.17,8,verificado
TO FLY AGENCYS,2026,2,125.44,14,verificado
TO FLY AGENCYS,2026,3,89.6,10,verificado
TOCOBO,2026,1,16.4,2,verificado
TOCOBO,2026,5,280.02,1,verificado
TODO HOGAR,2026,1,3612.67,81,verificado
TODO HOGAR,2026,2,3913.3,41,verificado
TODO HOGAR,2026,3,3159.46,39,verificado
TODO HOGAR,2026,4,8919.3,92,verificado
TODO HOGAR,2026,5,1546.07,17,verificado
TODO HOGAR,2026,6,280.02,1,verificado
TODOLED ECUADOR,2026,2,201.1,1,verificado
TODOMOTO,2026,2,201.1,1,verificado
TODOS A LA U,2026,1,296.53,17,verificado
TOKIO CLUB,2026,1,41.76,2,verificado
TOMMY G,2026,3,329.07,2,verificado
TOMMY HILFIGER,2026,3,493.61,3,verificado
TOMMY HILFIGER,2026,5,3583.23,14,verificado
TON WAS,2026,2,8028.91,269,verificado
TON WAS,2026,3,4982.97,25,verificado
TON WAS,2026,4,3643.59,52,verificado
TON WAS,2026,5,6584.45,61,verificado
TONI,2026,2,5700.38,17,verificado
TONI,2026,3,10962.08,45,verificado
TONI,2026,4,34288.04,370,verificado
TONI,2026,5,17983.69,387,verificado
TONI,2026,6,3939.83,14,verificado
TOP COMBI,2026,3,416.03,2,verificado
TOP MOTORS,2026,1,684.55,82,verificado
TOP MOTORS,2026,2,615.77,74,verificado
TOP MOTORS,2026,3,730.87,87,verificado
TOP MOTORS,2026,4,694.39,70,verificado
TOP MOTORS,2026,5,357.14,36,verificado
TOP SHOW,2026,1,35418.49,3815,verificado
TOP SHOW,2026,2,55315.98,5206,verificado
TOP SHOW,2026,3,53808.23,4968,verificado
TOP SHOW,2026,4,33960.2,2735,verificado
TOP SHOW,2026,5,46807.57,3276,verificado
TOP SHOW,2026,6,6536.61,494,verificado
TOP TRADING,2026,3,1230.03,1,verificado
TOPACIO FINE ARTS,2026,4,248.02,1,verificado
TOPSY,2026,2,38.36,3,verificado
TOPSY,2026,4,4309.13,54,verificado
TOPSY,2026,5,5677.47,333,verificado
TOPSY,2026,6,321.71,26,verificado
TOPTRADING,2026,2,4795.42,3,verificado
TOPTRADING,2026,3,2676.96,1,verificado
TOPTRADING,2026,4,2303.73,1,verificado
TOPTRADING,2026,6,1364.22,1,verificado
TORRE DEL SOL,2026,5,268.88,1,verificado
TORRE MEDICA PARA LA FAMILIA,2026,1,179.92,1,verificado
TORRE MEDICA PARA LA FAMILIA,2026,4,179.92,1,verificado
TORTAMANIA,2026,1,269.11,48,verificado
TORTAMANIA,2026,2,1129.81,79,verificado
TORTAMANIA,2026,3,627.92,112,verificado
TORTAMANIA,2026,4,1207.27,91,verificado
TORTAMANIA,2026,5,1605.27,121,verificado
TORTAMANIA,2026,6,185.73,14,verificado
TOSCANA,2026,2,6013.46,22,verificado
TOSCANA,2026,3,6565.67,31,verificado
TOSCANA,2026,4,25216.57,72,verificado
TOSCANA,2026,5,12843.49,45,verificado
TOSCANA,2026,6,840.06,3,verificado
TOSCANA CAFE,2026,5,280.02,1,verificado
TOSTIQUESO,2026,2,600.04,2,verificado
TOTAL,2026,3,624.04,3,verificado
TOTAL (LUBRICANTE),2026,1,2406.38,293,verificado
TOTAL (LUBRICANTE),2026,2,9585.64,522,verificado
TOTAL (LUBRICANTE),2026,3,5355.18,565,verificado
TOTAL (LUBRICANTE),2026,4,4584.45,571,verificado
TOTAL (LUBRICANTE),2026,5,4107.08,474,verificado
TOTAL (LUBRICANTE),2026,6,434.58,18,verificado
TOTALMEDIC,2026,1,97.44,16,verificado
TOTALMEDIC,2026,2,12.18,2,verificado
TOTTO,2026,1,647.52,49,verificado
TOTTO,2026,2,2975.88,133,verificado
TOTTO,2026,3,41456.72,261,verificado
TOTTO,2026,4,12047.99,462,verificado
TOTTO,2026,5,19393.11,306,verificado
TOTTO,2026,6,343.37,5,verificado
TOUR TRAVELS,2026,2,1203.35,5,verificado
TOUR TRAVELS,2026,3,832.06,4,verificado
TOYOTA,2026,1,1975.76,46,verificado
TOYOTA,2026,2,26536.61,312,verificado
TOYOTA,2026,3,26419.03,480,verificado
TOYOTA,2026,4,26919.01,1084,verificado
TOYOTA,2026,5,10950.07,611,verificado
TOYOTA,2026,6,22.14,2,verificado
TQ PETS,2026,2,201.1,1,verificado
TQ PETS,2026,3,493.61,3,verificado
TQ PETS,2026,5,255.95,1,verificado
TRACKLINK,2026,2,804.41,4,verificado
TRACKLINK,2026,3,164.54,1,verificado
TRACKLINK,2026,4,6126.84,26,verificado
TRACKLINK,2026,5,767.84,3,verificado
TRACKLINK,2026,6,280.02,1,verificado
TRADINTER,2026,3,322.65,1,verificado
TRAJES EL UNIVERSITARIO,2026,1,29.87,4,verificado
TRAJES EL UNIVERSITARIO,2026,2,52.28,7,verificado
TRAJES EL UNIVERSITARIO,2026,3,59.74,8,verificado
TRAJES EL UNIVERSITARIO,2026,4,35.99,6,verificado
TRAJES EL UNIVERSITARIO,2026,5,41.99,7,verificado
TRANKIL,2026,2,300.02,1,verificado
TRANSMATE,2026,2,201.1,1,verificado
TRANSPART. S.A.,2026,4,86.04,1,verificado
TRATORIA NAPOLI,2026,2,39.41,3,verificado
TRATORIA NAPOLI,2026,3,65.68,5,verificado
TRATORIA NAPOLI,2026,4,1958.31,132,verificado
TRATORIA NAPOLI,2026,5,2341.5,169,verificado
TRATORIA NAPOLI,2026,6,168.0,13,verificado
TRATTORIA MURANO,2026,2,603.3,3,verificado
TRATTORIA PICCOLO MONDO,2026,2,6105.86,21,verificado
TRATTORIA PICCOLO MONDO,2026,3,9689.67,40,verificado
TRATTORIA PICCOLO MONDO,2026,4,13640.95,47,verificado
TRATTORIA PICCOLO MONDO,2026,5,8328.35,29,verificado
TRATTORIA PICCOLO MONDO,2026,6,255.95,1,verificado
TRAVELAND EC,2026,1,648.79,31,verificado
TRAVELAND EC,2026,2,1036.78,49,verificado
TRAVELAND EC,2026,3,1275.5,61,verificado
TRAVELAND EC,2026,4,1685.57,68,verificado
TRAVELAND EC,2026,5,1792.67,72,verificado
TRAVELEX,2026,5,23.1,3,verificado
TRAVELEX,2026,6,15.4,2,verificado
TRAVEX,2026,4,100.55,2,verificado
TRAVEX,2026,5,1141.93,5,verificado
TREE HUT,2026,3,416.03,2,verificado
TRES REYES,2026,2,804.41,4,verificado
TRES REYES,2026,3,1741.69,9,verificado
TRESCIENTOS,2026,2,6.09,1,verificado
TREZE FURNITURE,2026,2,17.05,4,verificado
TREZE FURNITURE,2026,3,18.27,3,verificado
TRIANGLE,2026,2,501.12,2,verificado
TRIANGLE,2026,5,1327.87,5,verificado
TRIBU NUTRITION,2026,3,329.07,2,verificado
TRIBUNAL CONTENCIOSO ELECTORAL,2026,1,1928.73,4,verificado
TRIBUNAL CONTENCIOSO ELECTORAL,2026,2,2479.47,3,verificado
TRINEU,2026,2,603.3,3,verificado
TRIPLE MACA INKA,2026,3,22235.79,706,verificado
TRIUMPH MOTO,2026,3,1480.82,9,verificado
TRIUMPH MOTO,2026,4,402.2,2,verificado
TRIUMPH MOTO,2026,5,840.06,3,verificado
TRONCAL BURGER,2026,2,201.1,1,verificado
TROPI BURGER,2026,1,135.32,21,verificado
TROPI BURGER,2026,2,2256.06,71,verificado
TROPI BURGER,2026,3,3188.14,84,verificado
TROPI BURGER,2026,4,7985.58,100,verificado
TROPI BURGER,2026,5,10970.39,93,verificado
TROPI BURGER,2026,6,85.51,7,verificado
TROPICAL,2026,3,9615.24,24,verificado
TROPICAL,2026,4,31366.97,72,verificado
TROPICAL,2026,5,21668.79,72,verificado
TROPICAL,2026,6,280.02,1,verificado
TROPICAL PACKING S.A. (TROPACK ),2026,5,50.19,1,verificado
TSUYOSHI,2026,1,34.31,2,verificado
TSUYOSHI,2026,4,42.15,2,verificado
TU TIENDA ECUADOR,2026,1,46.5,2,verificado
TU TIENDA ECUADOR,2026,2,197.64,12,verificado
TU TIENDA ECUADOR,2026,3,142.42,14,verificado
TUBOS PACIFICO,2026,1,5833.3,24,verificado
TUBOS PACIFICO,2026,2,46.89,11,verificado
TUBOS PACIFICO,2026,3,63.95,15,verificado
TUBOS PACIFICO,2026,4,146.3,19,verificado
TUBOS PACIFICO,2026,5,1429.61,18,verificado
TUBOS PACIFICO,2026,6,15.4,2,verificado
TUENTI,2026,2,9577.39,264,verificado
TUENTI,2026,3,2301.93,260,verificado
TUENTI,2026,4,4671.9,298,verificado
TUENTI,2026,5,2900.91,254,verificado
TUKO,2026,2,603.3,3,verificado
TUKO,2026,3,125.12,22,verificado
TUKO,2026,4,2011.0,8,verificado
TUKO,2026,5,4480.31,16,verificado
TUKOL NATURALS,2026,3,15687.9,472,verificado
TUKOL NATURALS,2026,4,34990.87,757,verificado
TUKOL NATURALS,2026,5,13640.39,357,verificado
TUKOL-D,2026,1,20302.19,834,verificado
TUKOL-D,2026,2,25989.56,860,verificado
TUKOL-D,2026,3,17159.78,558,verificado
TUKOL-D,2026,4,37743.36,888,verificado
TUKOL-D,2026,5,23431.87,548,verificado
TUKOL-D,2026,6,3467.62,81,verificado
TUNALIA,2026,1,1820.44,182,verificado
TUNALIA,2026,2,16.95,2,verificado
TUNALIA,2026,3,4834.17,472,verificado
TUNALIA,2026,4,1620.22,404,verificado
TUNALIA,2026,5,2322.27,552,verificado
TUTI,2026,2,2688.75,1,verificado
TUTI,2026,4,2319.59,2,verificado
TUTI,2026,5,7058.84,20,verificado
TUTI,2026,6,47.04,5,verificado
TVENTAS,2026,1,40178.93,520,verificado
TVENTAS,2026,2,43017.56,443,verificado
TVENTAS,2026,3,40078.22,490,verificado
TVENTAS,2026,4,44462.53,573,verificado
TVENTAS,2026,5,60752.86,602,verificado
TVENTAS,2026,6,7258.93,106,verificado
UANATACA,2026,4,1367.45,3,verificado
UBER,2026,2,201.1,1,verificado
UBER,2026,3,416.03,2,verificado
UBER,2026,5,1047.86,4,verificado
UBER,2026,6,535.96,2,verificado
UD TRUCKS,2026,2,201.1,1,verificado
UD TRUCKS,2026,3,260.02,2,verificado
UEES CLINIC,2026,2,600.04,2,verificado
UEES CLINIC,2026,3,2027.29,11,verificado
UEES CLINIC,2026,4,1749.56,8,verificado
UEES CLINIC,2026,5,1631.97,6,verificado
UEES CLINIC,2026,6,280.02,1,verificado
ULTRA KLIN,2026,3,11546.51,48,verificado
ULTRA KLIN,2026,4,2548.83,7,verificado
ULTRA KLIN,2026,5,8939.74,30,verificado
ULTRANEX,2026,2,884.92,4,verificado
ULTRANEX,2026,3,884.92,4,verificado
ULTREX,2026,4,1240.09,5,verificado
ULTREX,2026,5,1023.78,4,verificado
UMBRELLA,2026,2,25413.26,313,verificado
UMBRELLA,2026,3,221.23,1,verificado
UMBRELLA,2026,4,33334.37,451,verificado
UMBRELLA,2026,5,20001.55,278,verificado
UMCO,2026,1,31935.76,178,verificado
UMCO,2026,2,22955.74,174,verificado
UMCO,2026,3,23651.63,191,verificado
UMCO,2026,4,8644.31,93,verificado
UMCO,2026,5,660.28,58,verificado
UNACEM ECUADOR S.A.,2026,2,452.48,3,verificado
UNACEM ECUADOR S.A.,2026,3,2893.43,13,verificado
UNACEM ECUADOR S.A.,2026,4,1595.38,7,verificado
UNACEM ECUADOR S.A.,2026,5,4117.35,3,verificado
UNACEM ECUADOR S.A.,2026,6,1364.22,1,verificado
UNDER ARMOUR,2026,2,6636.94,8,verificado
UNDER ARMOUR,2026,3,14822.54,23,verificado
UNDER20,2026,4,496.04,2,verificado
UNDER20,2026,5,767.84,3,verificado
UNESIA,2026,1,18188.02,536,verificado
UNESIA,2026,2,21594.41,665,verificado
UNESIA,2026,3,25428.88,751,verificado
UNESIA,2026,4,33696.8,760,verificado
UNESIA,2026,5,34082.45,695,verificado
UNESIA,2026,6,2899.58,78,verificado
UNI. AUTORES Y ARTIST. AUDIOVI (UNIARTE),2026,5,1371.26,1,verificado
UNICEF,2026,2,5355.0,20,verificado
UNICEF,2026,3,5771.55,29,verificado
UNICEF,2026,4,1642.3,7,verificado
UNICEF,2026,5,7232.34,24,verificado
UNICENTRO,2026,2,201.1,1,verificado
UNICOMER DEL ECUADOR,2026,4,175.5,1,verificado
UNID. EDUC. ATENEA,2026,4,1591.3,3,verificado
UNID. EDUC. BOSTON,2026,3,624.04,3,verificado
UNID. EDUC. EDUCAMUNDO,2026,4,170.24,18,verificado
UNID. EDUC. EDUCAMUNDO,2026,5,430.07,43,verificado
UNID. EDUC. EDUCAMUNDO,2026,6,58.24,6,verificado
UNID. EDUC. INFORMATICA PORTOVIEJO,2026,4,420.05,1,verificado
UNID. EDUC. KENNEDY,2026,2,13.07,1,verificado
UNID. EDUC. KENNEDY,2026,3,6.54,1,verificado
UNID. EDUC. MANABI TECNOLOGICO,2026,2,396.9,4,verificado
UNID. EDUC. MANABI TECNOLOGICO,2026,3,705.6,7,verificado
UNID. EDUC. MANABI TECNOLOGICO,2026,4,164.63,2,verificado
UNID. EDUC. NUESTRO MUNDO,2026,4,70.5,37,verificado
UNID. EDUC. NUESTRO MUNDO,2026,5,100.4,53,verificado
UNID. EDUC. NUESTRO MUNDO,2026,6,9.37,5,verificado
UNID. EDUC. SIR THOMAS MORE,2026,2,3217.61,15,verificado
UNID. EDUC. SIR THOMAS MORE,2026,3,2269.4,13,verificado
UNID. EDUC. SIR THOMAS MORE,2026,4,2413.22,12,verificado
UNIDAD EDUC. CARLO ACUTIS,2026,2,1500.11,5,verificado
UNIDAD EDUC. CREAR,2026,2,2212.12,11,verificado
UNIDAD EDUC. CREAR,2026,4,1438.01,5,verificado
UNIDAD EDUC. CREAR,2026,5,843.74,3,verificado
UNIDAD EDUC. LEMAS,2026,5,2303.5,7,verificado
UNIDAD EDUC. PART. BAUTISTA GUAYACANES,2026,3,43.85,4,verificado
UNIDAD EDUC. PART. BAUTISTA GUAYACANES,2026,4,91.03,34,verificado
UNIDAD EDUCATIVA BILINGUE JEFFERSON,2026,2,900.06,3,verificado
UNIDAD EDUCATIVA BILINGUE JEFFERSON,2026,3,372.55,2,verificado
UNIDAD EDUCATIVA MONTFORT,2026,2,900.06,3,verificado
UNIDAD EDUCATIVA PAUL RIVET,2026,3,416.03,2,verificado
UNIDAD MEDICA MANO AMIGA,2026,3,208.01,1,verificado
UNIDAD POPULAR LISTA 2,2026,1,98.38,1,verificado
UNIDAD.EDUC.SAN ANDRES,2026,3,47.12,5,verificado
UNIDAD.EDUC.SAN ANDRES,2026,4,2779.7,103,verificado
UNIDAD.EDUC.SAN ANDRES,2026,5,2590.79,96,verificado
UNIMEDICA ORTIZ,2026,1,274.89,5,verificado
UNIMEDICA ORTIZ,2026,2,48.51,1,verificado
UNIMOTOR,2026,3,624.04,3,verificado
UNIMOTOR,2026,4,992.08,4,verificado
UNION CEMENTERA NACIONAL,2026,4,933.08,1,verificado
UNION CEMENTERA NACIONAL,2026,6,27.43,1,verificado
UNIPARK,2026,2,300.02,1,verificado
UNIPARK,2026,3,101.05,14,verificado
UNIPARK,2026,4,119.59,16,verificado
UNIPARK,2026,5,76.46,12,verificado
UNITAXI,2026,5,280.02,1,verificado
UNITRON,2026,2,1809.9,8,verificado
UNITRON,2026,3,822.68,5,verificado
UNITRON,2026,4,1407.71,7,verificado
UNITY STORES,2026,2,720.28,7,verificado
UNITY STORES,2026,5,5.93,1,verificado
UNIV. ANDINA SIMON BOLIVAR,2026,2,1265.27,2,verificado
UNIV. ANDINA SIMON BOLIVAR,2026,5,280.02,1,verificado
UNIV. BOLIVARIANA DEL ECUADOR,2026,4,1783.42,97,verificado
UNIV. BOLIVARIANA DEL ECUADOR,2026,5,1817.96,170,verificado
UNIV. BOLIVARIANA DEL ECUADOR,2026,6,50.55,7,verificado
UNIV. CASA GRANDE,2026,2,8585.65,206,verificado
UNIV. CASA GRANDE,2026,3,21671.54,448,verificado
UNIV. CASA GRANDE,2026,4,11816.92,208,verificado
UNIV. CASA GRANDE,2026,5,11104.44,39,verificado
UNIV. CASA GRANDE,2026,6,560.04,2,verificado
UNIV. CATOLICA DE CUENCA,2026,1,629.61,74,verificado
UNIV. CATOLICA DE CUENCA,2026,2,643.29,72,verificado
UNIV. CATOLICA DE CUENCA,2026,3,1982.35,102,verificado
UNIV. CATOLICA DE CUENCA,2026,4,2520.04,8,verificado
UNIV. CATOLICA SANTIAGO DE GUAYAQUIL,2026,1,417.37,76,verificado
UNIV. CATOLICA SANTIAGO DE GUAYAQUIL,2026,2,1143.02,98,verificado
UNIV. CATOLICA SANTIAGO DE GUAYAQUIL,2026,3,3661.58,170,verificado
UNIV. CATOLICA SANTIAGO DE GUAYAQUIL,2026,4,2521.48,229,verificado
UNIV. CATOLICA SANTIAGO DE GUAYAQUIL,2026,5,3808.46,174,verificado
UNIV. CATOLICA SANTIAGO DE GUAYAQUIL,2026,6,66.5,10,verificado
UNIV. CENTRAL DEL ECUADOR,2026,5,5.66,1,verificado
UNIV. DE GUAYAQUIL,2026,1,24857.52,1122,verificado
UNIV. DE GUAYAQUIL,2026,2,7978.49,6,verificado
UNIV. DE GUAYAQUIL,2026,3,3717.07,108,verificado
UNIV. DE GUAYAQUIL,2026,4,2203.02,203,verificado
UNIV. DE GUAYAQUIL,2026,5,1232.81,125,verificado
UNIV. DE GUAYAQUIL,2026,6,104.7,11,verificado
UNIV. DE INVEST.  INNOV. DE MEXI (UIIX),2026,3,206.76,3,verificado
UNIV. DE INVEST.  INNOV. DE MEXI (UIIX),2026,4,206.76,3,verificado
UNIV. DE LAS AMERICAS,2026,1,9821.33,2,verificado
UNIV. DE LAS AMERICAS,2026,2,90385.3,2259,verificado
UNIV. DE LAS AMERICAS,2026,3,66765.68,2213,verificado
UNIV. DE LAS AMERICAS,2026,4,32960.54,1711,verificado
UNIV. DE LAS AMERICAS,2026,5,63459.48,921,verificado
UNIV. DE LAS AMERICAS,2026,6,2222.2,22,verificado
UNIV. DE LAS ARTES,2026,3,1872.13,9,verificado
UNIV. DE LAS ARTES,2026,4,744.04,2,verificado
UNIV. DE LOS ANDES,2026,5,255.95,1,verificado
UNIV. DE LOS HEMISFERIOS,2026,1,4.26,1,verificado
UNIV. DEL AZUAY,2026,2,1931.18,20,verificado
UNIV. DEL AZUAY,2026,3,3308.17,18,verificado
UNIV. DEL AZUAY,2026,4,68.92,1,verificado
UNIV. DEL AZUAY,2026,5,280.02,1,verificado
UNIV. DEL AZUAY,2026,6,110.22,1,verificado
UNIV. DEL PACIFICO (ESC. DE NEGOCIOS),2026,2,804.41,4,verificado
UNIV. DEL PACIFICO (ESC. DE NEGOCIOS),2026,4,603.3,3,verificado
UNIV. DEL PACIFICO (ESC. DE NEGOCIOS),2026,5,663.7,2,verificado
UNIV. DEL PACIFICO (ESC. DE NEGOCIOS),2026,6,98.95,1,verificado
UNIV. ESPIRITU SANTO,2026,1,19373.76,342,verificado
UNIV. ESPIRITU SANTO,2026,2,33844.85,613,verificado
UNIV. ESPIRITU SANTO,2026,3,46694.54,987,verificado
UNIV. ESPIRITU SANTO,2026,4,41412.89,602,verificado
UNIV. ESPIRITU SANTO,2026,5,58704.03,785,verificado
UNIV. ESPIRITU SANTO,2026,6,4542.65,102,verificado
UNIV. ESTATAL DE MILAGRO,2026,2,1200.09,4,verificado
UNIV. ESTATAL DE MILAGRO,2026,3,1040.07,5,verificado
UNIV. ESTATAL DE MILAGRO,2026,4,1531.72,9,verificado
UNIV. ESTATAL DE MILAGRO,2026,5,17645.67,64,verificado
UNIV. ESTATAL DE MILAGRO,2026,6,535.96,2,verificado
UNIV. ESTATAL PENINSULA DE SANTA ELENA,2026,3,2947.23,1,verificado
UNIV. ESTATAL PENINSULA DE SANTA ELENA,2026,4,933.08,1,verificado
UNIV. ESTATAL PENINSULA DE SANTA ELENA,2026,5,2303.73,1,verificado
UNIV. EUROPEA,2026,2,603.3,3,verificado
UNIV. EUROPEA,2026,3,1809.9,11,verificado
UNIV. EUROPEA,2026,4,603.3,3,verificado
UNIV. FUERZAS ARMADAS,2026,2,322.65,1,verificado
UNIV. FUERZAS ARMADAS,2026,3,86.04,1,verificado
UNIV. INTERNAC. DEL ECUADOR (UIDE),2026,1,13068.53,66,verificado
UNIV. INTERNAC. DEL ECUADOR (UIDE),2026,2,58940.87,378,verificado
UNIV. INTERNAC. DEL ECUADOR (UIDE),2026,3,82281.15,1703,verificado
UNIV. INTERNAC. DEL ECUADOR (UIDE),2026,4,71461.04,1666,verificado
UNIV. INTERNAC. DEL ECUADOR (UIDE),2026,5,24624.66,497,verificado
UNIV. INTERNAC. DEL ECUADOR (UIDE),2026,6,2081.32,32,verificado
UNIV. INTERNACIONAL DE VALENCIA,2026,2,343.87,11,verificado
UNIV. INTERNACIONAL DE VALENCIA,2026,3,1015.96,9,verificado
UNIV. INTERNACIONAL DE VALENCIA,2026,4,1512.62,8,verificado
UNIV. INTERNACIONAL DE VALENCIA,2026,5,63.99,1,verificado
UNIV. INTERNACIONAL SEK,2026,2,1789.01,128,verificado
UNIV. INTERNACIONAL SEK,2026,3,1037.98,163,verificado
UNIV. INTERNACIONAL SEK,2026,4,1800.4,153,verificado
UNIV. INTERNACIONAL SEK,2026,5,2105.46,155,verificado
UNIV. INTERNACIONAL SEK,2026,6,94.5,9,verificado
UNIV. LAICA ELOY ALFARO DE MANABI,2026,2,5.94,6,verificado
UNIV. LAICA VICENTE ROCAFUERTE DE GQUIL,2026,2,1102.39,1,verificado
UNIV. METROPOLITANA,2026,2,247.89,1,verificado
UNIV. METROPOLITANA,2026,4,575.2,2,verificado
UNIV. METROPOLITANA,2026,5,4594.06,12,verificado
UNIV. METROPOLITANA,2026,6,995.54,1,verificado
UNIV. NAC. DE CHIMBORAZO,2026,1,4519.23,130,verificado
UNIV. NAC. DE CHIMBORAZO,2026,2,1482.14,35,verificado
UNIV. NEBRIJA,2026,5,1279.73,5,verificado
UNIV. POLITECNICA SALESIANA,2026,1,6830.0,251,verificado
UNIV. POLITECNICA SALESIANA,2026,2,10519.37,664,verificado
UNIV. POLITECNICA SALESIANA,2026,3,22093.62,808,verificado
UNIV. POLITECNICA SALESIANA,2026,4,20507.26,664,verificado
UNIV. POLITECNICA SALESIANA,2026,5,7106.47,11,verificado
UNIV. POLITECNICA SALESIANA,2026,6,504.43,16,verificado
UNIV. SAN FRANCISCO DE QUITO,2026,2,7578.73,22,verificado
UNIV. SAN FRANCISCO DE QUITO,2026,3,3768.98,20,verificado
UNIV. SAN FRANCISCO DE QUITO,2026,4,1146.26,5,verificado
UNIV. SAN FRANCISCO DE QUITO,2026,5,1279.73,5,verificado
UNIV. SAN GREGORIO DE PORTOVIEJO,2026,2,2502.35,9,verificado
UNIV. SAN GREGORIO DE PORTOVIEJO,2026,3,832.06,4,verificado
UNIV. SAN GREGORIO DE PORTOVIEJO,2026,4,992.08,4,verificado
UNIV. TECN. PART. DE LOJA,2026,1,3135.69,238,verificado
UNIV. TECN. PART. DE LOJA,2026,2,55018.17,1694,verificado
UNIV. TECN. PART. DE LOJA,2026,3,66946.27,1633,verificado
UNIV. TECN. PART. DE LOJA,2026,4,11332.14,470,verificado
UNIV. TECN. PART. DE LOJA,2026,5,2216.82,51,verificado
UNIV. TECN. PART. DE LOJA,2026,6,2527.48,4,verificado
UNIV. TECNOL. ECOTEC,2026,1,15545.26,8,verificado
UNIV. TECNOL. ECOTEC,2026,2,7674.16,662,verificado
UNIV. TECNOL. ECOTEC,2026,3,14648.64,827,verificado
UNIV. TECNOL. ECOTEC,2026,4,20803.06,879,verificado
UNIV. TECNOL. ECOTEC,2026,5,23446.74,857,verificado
UNIV. TECNOL. ECOTEC,2026,6,1094.55,64,verificado
UNIV. TECNOL. EMPRESARIAL GQUIL.,2026,1,1099.76,142,verificado
UNIV. TECNOL. EMPRESARIAL GQUIL.,2026,2,9673.81,280,verificado
UNIV. TECNOL. EMPRESARIAL GQUIL.,2026,3,8686.32,299,verificado
UNIV. TECNOL. EMPRESARIAL GQUIL.,2026,4,8659.52,270,verificado
UNIV. TECNOL. EMPRESARIAL GQUIL.,2026,5,1833.21,196,verificado
UNIV. TECNOL. EMPRESARIAL GQUIL.,2026,6,109.55,10,verificado
UNIV. TECNOL. INDOAMERICA,2026,2,2171.86,7,verificado
UNIV. TECNOL. INDOAMERICA,2026,3,1151.75,6,verificado
UNIV. TECNOL. INDOAMERICA,2026,4,8038.69,57,verificado
UNIV. TECNOL. INDOAMERICA,2026,5,2280.41,3,verificado
UNIV. TECNOL. ISRAEL,2026,1,11.63,3,verificado
UNIV. TECNOL. ISRAEL,2026,2,13030.15,426,verificado
UNIV. TECNOL. ISRAEL,2026,3,9503.64,683,verificado
UNIV. TECNOL. ISRAEL,2026,4,29427.15,1629,verificado
UNIV. TECNOL. ISRAEL,2026,5,4142.63,147,verificado
UNIV. TECNOL. ISRAEL,2026,6,18.48,2,verificado
UNIV. TECNOL. LATINOAMERICANA EN LINEA,2026,1,803.6,122,verificado
UNIV. TECNOL. LATINOAMERICANA EN LINEA,2026,2,1222.71,183,verificado
UNIV. TECNOL. LATINOAMERICANA EN LINEA,2026,3,1262.01,185,verificado
UNIV. TECNOLOGICA EQUINOCCIAL,2026,2,10811.44,117,verificado
UNIV. TECNOLOGICA EQUINOCCIAL,2026,3,4200.44,268,verificado
UNIV. TECNOLOGICA EQUINOCCIAL,2026,4,7766.4,222,verificado
UNIV. UNIANDES,2026,1,1082.18,80,verificado
UNIV. UNIANDES,2026,2,1803.39,121,verificado
UNIV. UNIANDES,2026,3,889.24,66,verificado
UNIV. UNIANDES,2026,4,8425.21,82,verificado
UNIV. UNIANDES,2026,5,7196.21,83,verificado
UNIV. UNIANDES,2026,6,733.25,7,verificado
UNIV. UNIR,2026,1,56.45,3,verificado
UNIV. UNIR,2026,2,13008.54,1314,verificado
UNIV. UTEL,2026,2,38897.78,51,verificado
UNIV. UTEL,2026,3,38734.12,64,verificado
UNIV. UTEL,2026,4,287.6,1,verificado
UNIV. UTEL,2026,5,1422.94,9,verificado
UNIV. UTEL,2026,6,280.02,1,verificado
UNIV.INTERNAC.DE LA RIOJA (ESPAÑA),2026,2,6941.3,255,verificado
UNIV.INTERNAC.DE LA RIOJA (ESPAÑA),2026,3,1983.81,11,verificado
UNIV.INTERNAC.DE LA RIOJA (ESPAÑA),2026,4,7353.52,29,verificado
UNIV.INTERNAC.DE LA RIOJA (ESPAÑA),2026,5,4055.84,15,verificado
UNIVERSAL PICTURES,2026,2,5831.93,28,verificado
UNIVERSAL PICTURES,2026,3,624.04,3,verificado
UNIVERSAL PICTURES,2026,4,2543.59,135,verificado
UNIVERSIDAD DEL RIO,2026,2,1104.43,5,verificado
