advertiser,year,month,amount_usd,avisos,status
SOTTILE,2026,5,3351.36,13,verificado
SPECIALIZED,2026,2,603.3,3,verificado
SPEED STICK,2026,4,27.5,1,verificado
SPEEDWRITING,2026,3,1253.87,89,verificado
SPEEDWRITING,2026,4,1827.82,86,verificado
SPEEDWRITING,2026,5,565.84,25,verificado
SPLASH TEARS,2026,3,658.14,4,verificado
SPLASH TEARS,2026,4,11227.83,33,verificado
SPLASH TEARS,2026,5,9367.34,35,verificado
SPLENDA,2026,4,965.25,1,verificado
SPLENDOR,2026,2,1800.13,6,verificado
SPLENDOR,2026,3,2288.16,11,verificado
SPLENDOR,2026,4,3242.72,10,verificado
SPLENDOR,2026,5,1692.12,10,verificado
SPLENDOR,2026,6,1123.08,5,verificado
SPORADE,2026,3,466.88,8,verificado
SPORADE,2026,5,560.04,2,verificado
SPORT FEST,2026,2,1704.8,2,verificado
SPORT PLANET BAR-RESTAURANT,2026,2,300.02,1,verificado
SPORT PLANET BAR-RESTAURANT,2026,3,2399.84,13,verificado
SPORT PLANET BAR-RESTAURANT,2026,5,1023.78,4,verificado
SPORT SOURCE,2026,2,402.2,2,verificado
SPORT SOURCE,2026,3,329.07,2,verificado
SPORT SOURCE,2026,4,8.96,1,verificado
SPORTBET PRONOSTICOS DEPORTIVOS,2026,1,1344.78,179,verificado
SPORTBET PRONOSTICOS DEPORTIVOS,2026,2,31921.91,1242,verificado
SPORTBET PRONOSTICOS DEPORTIVOS,2026,3,49950.78,2292,verificado
SPORTBET PRONOSTICOS DEPORTIVOS,2026,4,69222.09,3073,verificado
SPORTBET PRONOSTICOS DEPORTIVOS,2026,5,84012.15,2393,verificado
SPORTBET PRONOSTICOS DEPORTIVOS,2026,6,4407.92,104,verificado
SPORTMANCAR,2026,1,1027.35,34,verificado
SPORTS GARDEN,2026,3,0.93,1,verificado
STACEY MOTOS,2026,4,1407.71,7,verificado
STACEY MOTOS,2026,5,511.89,2,verificado
STAEDTLER,2026,2,603.3,3,verificado
STANGEN,2026,4,744.06,3,verificado
STANLEY (TERMOS),2026,3,329.07,2,verificado
STAR OFFICE,2026,2,201.1,1,verificado
STAR SHOW,2026,1,14.94,1,verificado
STAR SHOW,2026,3,1141.38,100,verificado
STAR SHOW,2026,4,13.43,1,verificado
STAR SHOW,2026,5,255.11,19,verificado
STARBUCKS,2026,3,5252.36,26,verificado
STARBUCKS,2026,5,965.25,1,verificado
STARLINK,2026,3,235.94,7,verificado
STARLINK,2026,4,137.84,2,verificado
STARLINK,2026,5,4493.38,25,verificado
STARLINK,2026,6,1171.64,3,verificado
STAV POLLO HORNEADO,2026,1,11.63,3,verificado
STAV POLLO HORNEADO,2026,2,10.29,3,verificado
STEREN,2026,2,2307.77,10,verificado
STEREN,2026,4,1796.47,7,verificado
STEREN,2026,5,1023.78,3,verificado
STEREN,2026,6,280.02,1,verificado
STEVIA FIT,2026,5,560.04,2,verificado
STEVIA LIFE,2026,1,3.26,1,verificado
STEVIA LIFE,2026,4,965.25,1,verificado
STEVIA SWEET,2026,2,8700.59,26,verificado
STEVIA SWEET,2026,3,8394.74,46,verificado
STEVIA SWEET,2026,4,402.2,2,verificado
STEVIA SWEET,2026,5,1535.67,6,verificado
STIHL,2026,1,1648.5,131,verificado
STIHL,2026,2,1661.09,132,verificado
STIHL,2026,3,1573.0,125,verificado
STIHL,2026,4,1421.41,109,verificado
STIHL,2026,5,1630.06,125,verificado
STIHL,2026,6,104.32,8,verificado
STONE,2026,1,514.9,7,verificado
STONE,2026,2,150.04,2,verificado
STONE,2026,3,217.43,3,verificado
STONE,2026,4,119.39,2,verificado
STRADIVARIUS,2026,6,560.04,2,verificado
STRAW BEAUTY,2026,1,2.9,1,verificado
STRAW BEAUTY,2026,3,10.62,3,verificado
STRAW BEAUTY,2026,4,31.96,4,verificado
STRAW BEAUTY,2026,5,7.2,1,verificado
STREPSILS,2026,2,39083.48,340,verificado
STREPSILS,2026,3,26554.26,615,verificado
STREPSILS,2026,4,16038.2,58,verificado
STREPSILS,2026,5,5768.53,21,verificado
STUDIO HOME,2026,5,280.02,1,verificado
SU FARMACIA,2026,5,6440.44,23,verificado
SUAVE,2026,3,2123.55,1,verificado
SUAVE,2026,5,1866.15,1,verificado
SUAVE,2026,6,1866.15,1,verificado
SUAVITEL,2026,1,11131.37,452,verificado
SUAVITEL,2026,2,12020.09,418,verificado
SUAVITEL,2026,3,270.79,52,verificado
SUBARU,2026,2,3941.69,18,verificado
SUBARU,2026,3,845.27,4,verificado
SUBARU,2026,4,977.41,4,verificado
SUBARU,2026,5,891.89,3,verificado
SUBARU,2026,6,560.04,2,verificado
SUDAMERICANA DE SOFTWARE S.A.,2026,1,2390.74,168,verificado
SUDAMERICANA DE SOFTWARE S.A.,2026,2,1913.81,133,verificado
SUDAMERICANA DE SOFTWARE S.A.,2026,3,1696.33,117,verificado
SUDAMERICANA DE SOFTWARE S.A.,2026,4,2367.55,152,verificado
SUDAMERICANA DE SOFTWARE S.A.,2026,5,2460.9,157,verificado
SUDAMERICANA DE SOFTWARE S.A.,2026,6,214.74,14,verificado
SUEROX,2026,1,37948.11,1187,verificado
SUEROX,2026,2,66028.7,1687,verificado
SUEROX,2026,3,57549.35,1380,verificado
SUEROX,2026,4,83943.28,1478,verificado
SUEROX,2026,5,56963.74,1092,verificado
SUEROX,2026,6,7122.2,126,verificado
SUKASA,2026,1,6266.35,76,verificado
SUKASA,2026,3,6397.88,71,verificado
SUKASA,2026,4,13280.23,134,verificado
SUKASA,2026,5,6611.63,35,verificado
SUKASA,2026,6,255.95,1,verificado
SUKASA * TODO HOGAR,2026,4,11.2,1,verificado
SUKASA * TODO HOGAR,2026,5,490.29,33,verificado
SUKIDA,2026,2,7239.62,32,verificado
SUKIDA,2026,3,7075.05,43,verificado
SUKIDA,2026,4,8895.32,37,verificado
SUKIDA,2026,5,3071.34,12,verificado
SUL BIBLOS,2026,5,511.89,2,verificado
SULTAN DE LOS ANDES,2026,2,201.1,1,verificado
SUMA CORP,2026,2,34.37,2,verificado
SUMAT EXPO,2026,5,1178.95,1,verificado
SUMIG,2026,3,208.01,1,verificado
SUMMIT 360,2026,2,1769.62,1,verificado
SUMMIT 360,2026,3,2059.2,1,verificado
SUNCARE,2026,1,4847.62,612,verificado
SUNCARE,2026,2,81723.96,1332,verificado
SUNCARE,2026,3,19813.51,30,verificado
SUNCARE,2026,4,1810.04,11,verificado
SUNCARE,2026,5,25716.03,483,verificado
SUNCARE,2026,6,5040.21,125,verificado
SUNDAYS,2026,2,2815.42,14,verificado
SUNDAYS,2026,3,1316.28,7,verificado
SUNGLASS HOT,2026,2,2700.17,7,verificado
SUNGLASS HOT,2026,5,280.02,1,verificado
SUNGLASS HOT,2026,6,280.02,1,verificado
SUNNY,2026,4,4471.12,18,verificado
SUNNY,2026,5,2047.56,8,verificado
SUPAN,2026,2,804.41,4,verificado
SUPAN,2026,3,208.01,1,verificado
SUPAN,2026,4,1005.51,5,verificado
SUPAN,2026,5,255.95,1,verificado
SUPAN,2026,6,280.02,1,verificado
SUPER 4,2026,3,5191.59,7,verificado
SUPER 4,2026,4,6146.92,27,verificado
SUPER 4,2026,5,13086.14,47,verificado
SUPER 4,2026,6,535.96,2,verificado
SUPER AGUA BLESS,2026,1,261.03,14,verificado
SUPER AGUA BLESS,2026,2,206.79,14,verificado
SUPER AGUA BLESS,2026,3,292.67,14,verificado
SUPER AGUA BLESS,2026,4,122.34,18,verificado
SUPER AGUA BLESS,2026,5,115.49,14,verificado
SUPER BOARD,2026,2,201.1,1,verificado
SUPER BOARD,2026,3,745.1,4,verificado
SUPER BOARD,2026,4,1903.75,9,verificado
SUPER BOARD,2026,5,5630.78,17,verificado
SUPER COLCHON,2026,2,1764.0,4,verificado
SUPER COLCHON,2026,3,1381.8,4,verificado
SUPER COLCHON,2026,4,1560.02,4,verificado
SUPER DIARIO FAMILIAR,2026,1,1651.33,2,verificado
SUPER DIARIO FAMILIAR,2026,2,8386.78,16,verificado
SUPER DIARIO FAMILIAR,2026,3,12374.27,25,verificado
SUPER DIARIO FAMILIAR,2026,4,3906.46,8,verificado
SUPER DIARIO FAMILIAR,2026,5,7302.96,11,verificado
SUPER DIESEL,2026,1,109.15,1,verificado
SUPER EASY MARKET,2026,2,5027.52,23,verificado
SUPER EASY MARKET,2026,4,804.41,4,verificado
SUPER EASY MARKET,2026,5,3839.18,15,verificado
SUPER EXITO,2026,1,59436.64,1226,verificado
SUPER EXITO,2026,2,41697.11,1124,verificado
SUPER EXITO,2026,3,43344.23,1261,verificado
SUPER EXITO,2026,4,61624.29,1340,verificado
SUPER EXITO,2026,5,110945.22,1173,verificado
SUPER EXITO,2026,6,6734.88,109,verificado
SUPER FERIA ELECTRO SHOW,2026,3,27096.58,631,verificado
SUPER PA.CO,2026,1,5.92,1,verificado
SUPER PA.CO,2026,2,1011.43,6,verificado
SUPER PA.CO,2026,3,3078.01,180,verificado
SUPER PA.CO,2026,4,22673.08,475,verificado
SUPER PA.CO,2026,5,8443.69,382,verificado
SUPER PA.CO,2026,6,547.52,21,verificado
SUPER SEC,2026,4,10912.75,37,verificado
SUPER TICKET,2026,3,658.14,4,verificado
SUPERCENTRO FERRETERO KYWI,2026,2,7962.77,29,verificado
SUPERCENTRO FERRETERO KYWI,2026,3,20339.83,86,verificado
SUPERCENTRO FERRETERO KYWI,2026,4,23386.99,80,verificado
SUPERCENTRO FERRETERO KYWI,2026,5,27894.21,100,verificado
SUPERCENTRO FERRETERO KYWI,2026,6,535.96,2,verificado
SUPERCINES,2026,2,18073.04,82,verificado
SUPERCINES,2026,3,3525.15,85,verificado
SUPERCINES,2026,4,7825.88,141,verificado
SUPERCINES,2026,5,14617.22,43,verificado
SUPERCINES,2026,6,1551.15,4,verificado
SUPERINT. DE COMPAÑIAS VALORES Y SEGUROS,2026,3,137.16,1,verificado
SUPERINT. DE ECONOMIA POPULAR Y SOLIDARI,2026,1,852.39,1,verificado
SUPERINT. DE ECONOMIA POPULAR Y SOLIDARI,2026,3,4948.56,2,verificado
SUPERINT. DE ECONOMIA POPULAR Y SOLIDARI,2026,5,2284.06,4,verificado
SUPERINTENDENCIA DE BANCOS,2026,1,2276.1,1,verificado
SUPERINTENDENCIA DE BANCOS,2026,2,147.57,1,verificado
SUPERINTENDENCIA DE BANCOS,2026,4,4552.2,2,verificado
SUPERINTENDENCIA DE BANCOS,2026,5,1857.93,3,verificado
SUPERINTENDENCIA DE COMPAÑIAS,2026,2,2764.03,1,verificado
SUPERMAXI,2026,2,567.62,4,verificado
SUPERMAXI,2026,3,2124.44,18,verificado
SUPERMAXI,2026,4,2417.0,271,verificado
SUPERMAXI,2026,5,12508.86,47,verificado
SUPERMAXI,2026,6,1960.41,13,verificado
SUPERMAXI SALINAS 10K,2026,3,3.26,1,verificado
SUPERMAXI Y MEGAMAXI,2026,1,162146.05,3736,verificado
SUPERMAXI Y MEGAMAXI,2026,2,115209.76,2229,verificado
SUPERMAXI Y MEGAMAXI,2026,3,85853.9,1778,verificado
SUPERMAXI Y MEGAMAXI,2026,4,90153.32,2082,verificado
SUPERMAXI Y MEGAMAXI,2026,5,238994.67,4273,verificado
SUPERMAXI Y MEGAMAXI,2026,6,14912.12,434,verificado
SUPERMERCADO CASANOVA,2026,2,201.1,1,verificado
SUPERMERCADO CASANOVA,2026,5,511.89,2,verificado
SUPERMERCADOS SANTA MARIA,2026,1,30681.74,624,verificado
SUPERMERCADOS SANTA MARIA,2026,2,77913.4,2003,verificado
SUPERMERCADOS SANTA MARIA,2026,3,48029.93,1063,verificado
SUPERMERCADOS SANTA MARIA,2026,4,51185.51,1157,verificado
SUPERMERCADOS SANTA MARIA,2026,5,17625.88,449,verificado
SUPERMERCADOS SANTA MARIA,2026,6,109.71,6,verificado
SUR ONE,2026,1,8.53,2,verificado
SUR ONE,2026,2,1651.44,18,verificado
SUR ONE,2026,3,397.28,18,verificado
SURCOANDINO,2026,3,2.8,3,verificado
SURCOANDINO,2026,4,11.06,5,verificado
SURCOANDINO,2026,5,6.63,3,verificado
SURPAPEL S.A,2026,3,103.97,1,verificado
SUSANA GONZALEZ,2026,3,208.01,1,verificado
SUSANA GONZALEZ,2026,5,3080.21,11,verificado
SUSANA GONZALEZ,2026,6,280.02,1,verificado
SUSHICORP S.A.,2026,2,2688.75,1,verificado
SUSHIZO,2026,3,493.61,3,verificado
SUSHIZO,2026,4,402.2,2,verificado
SUTIN (SUMINISTROS TEC.IND),2026,5,1415.7,1,verificado
SUTIN (SUMINISTROS TEC.IND),2026,6,1364.22,1,verificado
SUZUKI,2026,1,51957.48,165,verificado
SUZUKI,2026,2,92999.4,820,verificado
SUZUKI,2026,3,69537.83,868,verificado
SUZUKI,2026,4,81366.68,971,verificado
SUZUKI,2026,5,89700.38,1405,verificado
SUZUKI,2026,6,3730.73,78,verificado
SWEADEN CIA. DE SEGUROS Y RESEG,2026,1,598.64,69,verificado
SWEADEN CIA. DE SEGUROS Y RESEG,2026,2,825.59,101,verificado
SWEADEN CIA. DE SEGUROS Y RESEG,2026,3,1118.62,131,verificado
SWEADEN CIA. DE SEGUROS Y RESEG,2026,4,1538.53,139,verificado
SWEADEN CIA. DE SEGUROS Y RESEG,2026,5,1030.46,119,verificado
SWEADEN CIA. DE SEGUROS Y RESEG,2026,6,116.77,14,verificado
SWEET & COFFEE,2026,1,184.83,34,verificado
SWEET & COFFEE,2026,2,8.53,2,verificado
SWEET & COFFEE,2026,4,419.51,44,verificado
SWEET & COFFEE,2026,5,5330.25,145,verificado
SWEET & COFFEE,2026,6,106.66,11,verificado
SWEET CAKE,2026,2,52.32,14,verificado
SWITCH,2026,2,15886.96,73,verificado
SWITCH,2026,3,3784.33,23,verificado
SWM,2026,2,300.02,1,verificado
SWM,2026,5,280.02,1,verificado
SYLVANIA,2026,2,201.1,1,verificado
SYLVANIA,2026,4,402.2,2,verificado
SYLVIA MARIA (ARROZ),2026,1,1911.55,194,verificado
SYLVIA MARIA (ARROZ),2026,2,1070.18,51,verificado
SYLVIA MARIA (ARROZ),2026,3,1618.37,77,verificado
SYLVIA MARIA (ARROZ),2026,4,5897.89,200,verificado
SYLVIA MARIA (ARROZ),2026,5,2889.27,116,verificado
SYLVIA MARIA (ARROZ),2026,6,89.6,4,verificado
T.G.I. FRIDAY´S,2026,3,1664.12,8,verificado
T.G.I. FRIDAY´S,2026,4,5456.4,21,verificado
T.G.I. FRIDAY´S,2026,5,9144.32,31,verificado
T.G.I. FRIDAY´S,2026,6,1400.1,5,verificado
TABACO Y PIPA,2026,2,201.1,1,verificado
TABACO Y PIPA,2026,3,987.22,6,verificado
TABACO Y PIPA,2026,5,255.95,1,verificado
TABU DENIM,2026,3,164.54,1,verificado
TABU DENIM,2026,5,511.89,2,verificado
TAC & ROLL,2026,2,73.32,26,verificado
TAC & ROLL,2026,3,13.8,5,verificado
TAC TECHNOLOGIES,2026,1,50.46,9,verificado
TAC TECHNOLOGIES,2026,2,33.64,6,verificado
TACO BELL,2026,2,19105.59,55,verificado
TACO BELL,2026,3,15843.09,62,verificado
TACO BELL,2026,4,1843.4,8,verificado
TACO BELL,2026,5,10080.69,36,verificado
TADA DELIVERY,2026,4,992.08,4,verificado
TADA DELIVERY,2026,5,1704.79,1,verificado
TAG JOYAS,2026,2,201.1,1,verificado
TAG JOYAS,2026,3,1248.09,6,verificado
TAG JOYAS,2026,5,560.04,2,verificado
TAG JOYAS,2026,6,280.02,1,verificado
TAIWAN,2026,3,376.43,1,verificado
TAKENOS,2026,6,8.96,1,verificado
TAKIS,2026,5,22.4,2,verificado
TAKIS,2026,6,280.02,1,verificado
TALENT SCOUTING,2026,1,285.29,27,verificado
TALLER MACIAS,2026,1,33.64,9,verificado
TAN UNIKO,2026,2,201.1,1,verificado
TAN UNIKO,2026,3,822.68,5,verificado
TANGO,2026,4,15191.85,150,verificado
TANGO,2026,5,12050.9,35,verificado
TANOSHII,2026,3,416.03,2,verificado
TAPIORICA,2026,4,5456.42,22,verificado
TAPIORICA,2026,5,1120.07,3,verificado
TARGET,2026,1,854.52,75,verificado
TARGET,2026,2,1110.29,114,verificado
TARGET,2026,3,1168.42,128,verificado
TARGET,2026,4,1312.45,120,verificado
TARGET,2026,5,265.65,24,verificado
TASTY ROOTS,2026,4,496.04,2,verificado
TATOO ADVENTURE GEAR,2026,2,201.1,1,verificado
TATOO ADVENTURE GEAR,2026,4,11093.8,40,verificado
TATOO ADVENTURE GEAR,2026,5,13727.27,49,verificado
TATOO ADVENTURE GEAR,2026,6,560.04,2,verificado
TATOS,2026,5,1960.13,7,verificado
TAURUS GYM,2026,2,900.06,3,verificado
TAYANA S.A.,2026,5,125.47,1,verificado
TC TELEVISION,2026,1,512493.9,13816,verificado
TC TELEVISION,2026,2,322574.51,9569,verificado
TC TELEVISION,2026,3,540727.61,13209,verificado
TC TELEVISION,2026,4,657862.27,14150,verificado
TC TELEVISION,2026,5,579779.93,11849,verificado
TC TELEVISION,2026,6,51743.61,653,verificado
TCL,2026,1,10845.35,250,verificado
TCL,2026,2,14928.85,242,verificado
TCL,2026,3,8121.65,182,verificado
TCL,2026,4,11225.15,237,verificado
TCL,2026,5,7204.35,186,verificado
TCL,2026,6,383.61,10,verificado
TDU CARGO,2026,3,553.43,31,verificado
TDU CARGO,2026,4,1353.96,65,verificado
TDU CARGO,2026,5,2638.23,57,verificado
TDU CARGO,2026,6,37.63,2,verificado
TEATRICAL,2026,1,16632.73,555,verificado
TEATRICAL,2026,2,23179.67,753,verificado
TEATRICAL,2026,3,44283.9,1367,verificado
TEATRICAL,2026,4,61517.14,1356,verificado
TEATRICAL,2026,5,56451.64,1423,verificado
TEATRICAL,2026,6,2607.5,63,verificado
TEATRO CENTRO CIVICO,2026,1,21.92,4,verificado
TEATRO CENTRO CIVICO,2026,5,14.73,11,verificado
TEATRO CENTRO CIVICO,2026,6,10.71,8,verificado
TEATRO CENTRO DE ARTE,2026,1,2596.57,90,verificado
TEATRO CENTRO DE ARTE,2026,2,6938.85,732,verificado
TEATRO CENTRO DE ARTE,2026,3,7908.28,797,verificado
TEATRO CENTRO DE ARTE,2026,4,2352.65,142,verificado
TEATRO CENTRO DE ARTE,2026,5,1477.85,131,verificado
TEATRO CENTRO DE ARTE,2026,6,45.87,2,verificado
TEATRO EXPERIMENTAL GUAYAQUIL,2026,3,62.98,1,verificado
TEATRO SAN GABRIEL,2026,1,1605.59,159,verificado
TEATRO SAN GABRIEL,2026,2,1492.58,112,verificado
TEATRO SAN GABRIEL,2026,3,3320.35,395,verificado
TEATRO SAN GABRIEL,2026,4,485.27,39,verificado
TEATRO SAN GABRIEL,2026,5,1576.39,44,verificado
TEATRO SANCHEZ AGUILAR,2026,1,4.26,1,verificado
TEATRO SANCHEZ AGUILAR,2026,3,5032.41,29,verificado
TEATRO SANCHEZ AGUILAR,2026,4,15740.4,330,verificado
TEATRO SANCHEZ AGUILAR,2026,5,12499.92,211,verificado
TEC ITALY,2026,5,4287.71,15,verificado
TECHINT,2026,4,88.02,1,verificado
TECK SOLUCIONES CONSTRUCTIVAS,2026,4,248.02,1,verificado
TECNICENTRO FLORES,2026,2,77.33,6,verificado
TECNICENTRO JORDAN,2026,3,19.79,2,verificado
TECNICENTRO RIOMACAR,2026,3,2.8,1,verificado
TECNISEGUROS,2026,3,208.01,1,verificado
TECNO,2026,3,19553.77,65,verificado
TECNO,2026,4,2499.72,12,verificado
TECNOCOSTO,2026,5,840.06,3,verificado
TECNOL. BOLIVARIANO,2026,5,759.17,45,verificado
TECNOL. BOLIVARIANO,2026,6,66.16,8,verificado
TECNOL. CORDILLERA,2026,3,3227.89,251,verificado
TECNOL. CORDILLERA,2026,4,2283.8,158,verificado
TECNOL. DE FORMACION,2026,3,208.01,1,verificado
TECNOL. EDUPRAXIS,2026,5,560.04,2,verificado
TECNOL. ESPIRITU SANTO,2026,1,1131.21,85,verificado
TECNOL. ESPIRITU SANTO,2026,2,2292.78,180,verificado
TECNOL. ESPIRITU SANTO,2026,3,2857.64,121,verificado
TECNOL. ESPIRITU SANTO,2026,4,8791.61,163,verificado
TECNOL. ESPIRITU SANTO,2026,5,2208.04,109,verificado
TECNOL. ESPIRITU SANTO,2026,6,15.4,2,verificado
TECNOL. PICHINCHA,2026,2,1809.91,9,verificado
TECNOL. PICHINCHA,2026,3,2745.96,17,verificado
TECNOL. PICHINCHA,2026,4,7816.09,37,verificado
TECNOL. PICHINCHA,2026,5,12965.77,47,verificado
TECNOLOGICO SAN ANTONIO,2026,1,3059.26,12,verificado
TECNOLOGICO SAN ANTONIO,2026,5,179.71,8,verificado
TECNOLOGICO SAN ANTONIO,2026,6,51.34,2,verificado
TECNORED,2026,5,2240.15,7,verificado
TECNOSMART,2026,5,1680.12,6,verificado
TECNOVA,2026,4,402.2,2,verificado
TECNOVA,2026,5,511.89,2,verificado
TECNOVA S.A - PLACAS DEL SUR S.A,2026,4,191.2,1,verificado
TECO PESCA,2026,5,1415.7,1,verificado
TEDEG S.A,2026,3,8.96,1,verificado
TEKA,2026,2,22877.18,37,verificado
TEKA,2026,3,442.46,2,verificado
TELCONET,2026,1,5708.08,1141,verificado
TELCONET,2026,2,18081.38,1244,verificado
TELCONET,2026,3,20584.57,1404,verificado
TELCONET,2026,4,15479.13,1336,verificado
TELCONET,2026,5,17444.21,1253,verificado
TELCONET,2026,6,602.34,84,verificado
TELEAMAZONAS,2026,1,762764.09,6841,verificado
TELEAMAZONAS,2026,2,641451.84,6072,verificado
TELEAMAZONAS,2026,3,751910.3,7268,verificado
TELEAMAZONAS,2026,4,510235.11,5652,verificado
TELEAMAZONAS,2026,5,533295.84,7308,verificado
TELEAMAZONAS,2026,6,32809.05,607,verificado
TELECOM. SOLUTION CENTER TSC S. A.,2026,3,215.1,1,verificado
TELECOMVAS,2026,2,201.1,1,verificado
TELEFERIQO,2026,4,744.06,3,verificado
TELENEWS S.A.,2026,4,58.26,1,verificado
TELERAMA,2026,1,213.73,3,verificado
TELERAMA,2026,2,45.2,4,verificado
TELERAMA,2026,4,52.25,1,verificado
TELESHOP,2026,2,6300.45,21,verificado
TELESHOP,2026,4,23796.64,91,verificado
TELESHOP,2026,5,13239.45,47,verificado
TELESHOP,2026,6,255.95,1,verificado
TELESISTEMA,2026,1,364897.56,24776,verificado
TELESISTEMA,2026,2,331111.1,21375,verificado
TELESISTEMA,2026,3,416096.82,21753,verificado
TELESISTEMA,2026,4,334058.64,22847,verificado
TELESISTEMA,2026,5,279770.75,17892,verificado
TELESISTEMA,2026,6,11557.16,543,verificado
TELEVICENTRO,2026,1,563830.23,35472,verificado
TELEVICENTRO,2026,2,382941.19,26336,verificado
TELEVICENTRO,2026,3,658707.17,34233,verificado
TELEVICENTRO,2026,4,487228.73,31720,verificado
TELEVICENTRO,2026,5,457212.54,32868,verificado
TELEVICENTRO,2026,6,29412.53,1634,verificado
TEMPO DESIGN,2026,2,3904.87,72,verificado
TEMPO DESIGN,2026,3,1877.82,9,verificado
TEMPO DESIGN,2026,4,1882.21,11,verificado
TEMPO DESIGN,2026,5,1341.52,6,verificado
TEMU,2026,2,300.02,1,verificado
TEMU,2026,4,402.2,2,verificado
TEMU,2026,5,919.88,5,verificado
TENGHUI,2026,2,1005.51,5,verificado
TENNIS,2026,2,21317.01,27,verificado
TENNIS,2026,3,663.69,3,verificado
TEOJAMA COMERCIAL S. A.,2026,2,3947.05,240,verificado
TEOJAMA COMERCIAL S. A.,2026,3,583.85,64,verificado
TEOJAMA COMERCIAL S. A.,2026,4,927.5,50,verificado
TEOJAMA COMERCIAL S. A.,2026,5,2474.79,41,verificado
TEOJAMA COMERCIAL S. A.,2026,6,77.0,4,verificado
TEQUILA CARRERA,2026,2,804.41,4,verificado
TEQUILA CARRERA,2026,4,603.3,3,verificado
TERCENA DON IVAN,2026,3,18.69,5,verificado
TERCENA DON IVAN,2026,4,362.62,41,verificado
TERCENA DON IVAN,2026,5,159.2,18,verificado
TERJAMANCO S.A.,2026,1,250.95,1,verificado
TERMINAL AEROPORTUARIA DE GUAYAQUIL,2026,4,258.12,2,verificado
TERMINAL PORTUARIO DE GUAYAQUIL,2026,5,1415.7,1,verificado
TERMINAL PORTUARIO DE MANTA,2026,1,611.4,1,verificado
TERMINAL TERRESTRE DE GQUIL.,2026,1,1008.9,126,verificado
TERMINAL TERRESTRE DE GQUIL.,2026,5,5266.84,1,verificado
TERMOGUAYAS GENERATION S.A.,2026,3,351.33,1,verificado
TERPEL,2026,1,1779.24,212,verificado
TERPEL,2026,2,112.95,30,verificado
TERPEL,2026,3,547.8,37,verificado
TERPEL,2026,4,614.33,25,verificado
TERPEL,2026,5,465.17,37,verificado
TERPEL,2026,6,20.57,4,verificado
TERRA COFFEE,2026,3,164.54,1,verificado
TERRA COFFEE,2026,4,201.1,1,verificado
TERRA TOWN CENTER,2026,5,840.06,3,verificado
TERRA TOWN CENTER,2026,6,280.02,1,verificado
TERRUA WINE LOUNGE,2026,2,201.1,1,verificado
TERRUA WINE LOUNGE,2026,3,658.14,3,verificado
TESCHE,2026,2,900.06,3,verificado
TESCHE,2026,3,832.06,4,verificado
TESCHE,2026,4,248.02,1,verificado
TESCHE,2026,5,280.02,1,verificado
TETRA PAK,2026,4,496.04,2,verificado
TEXAS CHICKEN,2026,1,867.26,135,verificado
TEXAS CHICKEN,2026,2,937.29,138,verificado
TEXAS CHICKEN,2026,3,1050.41,151,verificado
TEXAS CHICKEN,2026,4,1077.29,121,verificado
TEXAS CHICKEN,2026,5,750.0,155,verificado
TEXAS CHICKEN,2026,6,48.75,10,verificado
TEXMODA,2026,5,511.89,2,verificado
TEXTIL PADILLA,2026,3,1298.77,118,verificado
TEXTIL PADILLA,2026,4,1453.16,126,verificado
TEXTIL PADILLA,2026,5,1293.57,113,verificado
THE BRANG,2026,2,201.1,1,verificado
THE BRANG,2026,3,658.14,4,verificado
THE BRITISH SCHOOL QUITO,2026,3,301.14,1,verificado
THE KIDS PLACE,2026,2,201.1,1,verificado
THE KING FIT,2026,2,402.2,2,verificado
THE KING FIT,2026,3,329.07,2,verificado
THINK (VENTA/REPARACION DE CELULARES),2026,4,744.06,3,verificado
THINK (VENTA/REPARACION DE CELULARES),2026,5,560.04,2,verificado
THOMANN,2026,4,36.0,4,verificado
THOR KITCHEN,2026,3,416.03,2,verificado
THOR KITCHEN,2026,5,285.93,2,verificado
TIA,2026,1,91008.57,2362,verificado
TIA,2026,2,96714.42,2697,verificado
TIA,2026,3,96846.87,3138,verificado
TIA,2026,4,132162.23,4207,verificado
TIA,2026,5,149098.24,4624,verificado
TIA,2026,6,5868.65,173,verificado
TIA PATTY (MACHALA),2026,2,334.85,1,verificado
TICKET STAR 365,2026,3,1664.12,8,verificado
TIENDA EL UNIVERSO,2026,1,886.27,115,verificado
TIENDA EL UNIVERSO,2026,2,1057.25,137,verificado
TIENDA EL UNIVERSO,2026,3,803.69,105,verificado
TIENDA EL UNIVERSO,2026,4,506.76,80,verificado
TIENDA EL UNIVERSO,2026,5,76.01,12,verificado
TIENDA PL,2026,3,658.14,4,verificado
TIENDAMIA.COM,2026,2,300.02,1,verificado
TIENDAMIA.COM,2026,4,992.08,4,verificado
TIKI TAKA,2026,3,2303.73,1,verificado
TIMING ECUADOR,2026,2,201.1,1,verificado
TIMOCELL,2026,2,2205.59,9,verificado
TIMOCELL,2026,3,6696.48,28,verificado
TINTA CAFE,2026,2,501.12,2,verificado
TINTESA,2026,3,416.03,2,verificado
TIO NACHO,2026,1,81207.02,2698,verificado
TIO NACHO,2026,2,149775.57,4020,verificado
TIO NACHO,2026,3,144141.5,3559,verificado
TIO NACHO,2026,4,189981.21,3190,verificado
TIO NACHO,2026,5,106046.43,2134,verificado
